,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
129,2.15,-2.3885386094871848,-0.12260503632562675,3.62883921083137,-0.021035839531477748,-0.01151638792357649,-0.10574426647935882,-0.16490308877066262,0.10862027208005161,10.446953824956553,5.028946982718723,-1.593733112857584,-15.968409188456468,0.0,2.6737384068382952,-20.88066349358817,-54.55285243306694,33.62193886005078,-17.27670725993502,-32.56016468071644,0.0,14.07961522608505,-5.167882479170254,-6.2348007827301055,-6.568202840679837,3.9165863237266025,-1.9769439325519274,-1.1716551042677925,0.0018272200331089464,-8.019851422879917,-1.4839764196752803,1.3039722059009078,1.475485714692053e-11,1.7350172831041801
130,2.1666667,-10.594148697943048,7.408020926459846,15.908590063642189,-0.03808145549099013,0.0004955537682767041,-0.11103039513291732,-26.99336427086772,0.054608920107699965,-22.89454063427551,-1.713335716557431,37.60403927491283,35.964134022912155,0.0,-11.627171668442044,-1.9865836565572645,-16.17773721134648,12.267266908370557,1.282508962694835,-21.736323645096277,0.0,14.968167485897386,-6.447016138268855,-13.261371696008382,-11.747184347419104,2.410503214732188,-2.8683778707575485,-3.1717290516611665,0.0014229220236391784,-12.234240273459124,-1.7196830954353215,0.032131936280033746,1.685637177560882e-10,1.2728877328296675
131,2.1833333,-15.326435192803181,15.428857305886906,25.127976525583573,-0.03145827548233987,0.016214155693148383,-0.059447345748216335,-50.71172486264775,0.005583379364399756,-60.60001872353573,-5.739562472299683,75.63094699224567,89.35176139459432,0.0,-24.394338993284656,13.629918963242186,18.339684865873597,-9.018326307921388,12.324843351002762,-12.598969186235319,0.0,7.678775838069988,-5.693274134814575,-17.007219520963975,-12.244428286082885,0.846522233085186,-3.890519701626506,-4.036477281417429,0.00023574050630051932,-11.941388952716215,-2.255603503731659,-1.1033032719215372,2.600071475860525e-10,0.8991614617388484
132,2.2,-13.657364691954442,18.89556986433073,27.311339595126075,-0.0002636351203705702,0.031737282898725315,0.021692316162227207,-59.84463514944836,0.028063294668070584,-89.33777363417153,-3.8755562014870493,98.58708867256904,125.18128692876525,0.0,-28.52832727205091,19.1098550935181,36.77380946176074,-22.550527869423053,9.867039406091456,-8.648384824177471,0.0,-1.5913754336921715,-3.208313693875093,-16.076763901041495,-8.977371095553407,0.21362161753936762,-4.463179411417679,-3.3796480932139157,-0.0004084263047364984,-8.409713134819182,-3.592916882788045,-1.7175157721861385,3.255029060314364e-11,0.6268337930019234
133,2.2166667,-6.587914681782565,15.932845747572488,22.480616669125045,0.03737755075075484,0.038957261594750416,0.08514974974940104,-51.84093408029093,0.08585046431783444,-98.66577190601615,2.613487967013468,99.19381299359341,132.16042703409988,0.0,-22.75948905732397,14.525243789067126,39.16427414480006,-28.201619715506652,-3.010432582544497,-8.734956229939494,0.0,-7.200274359754073,-0.41287069800966386,-11.593385463544246,-4.1936169751488634,0.9699980599629536,-4.147914986871994,-1.5787836201438084,-0.0003761972138203605,-4.059206585402233,-5.591289626314777,-1.688935740856376,-5.997331671313808e-10,0.3967948649766619
134,2.2333333,2.2031238813985294,8.234170275207228,13.646418945473984,0.0565161249939064,0.03129087471309974,0.1017754749399155,-32.335971995733644,0.06000578030599474,-85.67196452934994,9.087978342384602,79.37739161901274,111.4349175001224,0.0,-10.726531943658529,5.253599950024036,33.5907431928391,-28.96056225471569,-16.830610161297447,-9.575881073340952,0.0,-7.494718241520562,1.3657698291946565,-6.016778435973157,0.24029697900651614,2.6305984137190395,-2.98953627031394,0.8325332173925917,-9.72359891952017e-05,-0.5853050575363867,-7.352707260145292,-1.170309608414007,-1.140025762085703e-09,0.17710589227551804
135,2.25,9.210468563577212,-1.0711052308094642,3.7629584323540946,0.043086456484615454,0.009485209089981572,0.07709298915890761,-8.78835663350562,-0.15157085307228169,-54.35796255896952,11.212141768832518,46.19455441570658,71.53511831294965,0.0,3.0176778129136914,-2.5860219218982934,27.994816129644015,-25.19907646207418,-21.764598480319027,-7.9121227937136736,0.0,-4.58058357681387,2.0303686380351267,-0.8135364495790978,3.7156181246942066,3.8975775506668633,-1.5131636811327058,3.6173485861320813,8.2774061251717e-05,1.9166571650051931,-7.505257411900805,-0.4702051294489192,-4.949140319215008e-10,0.017845793253777952
136,2.2666667,13.08496715722006,-9.442768188650376,-6.346658646391043,0.0031558108520222967,-0.01855233603405334,0.03399905823141705,14.359670468790709,-0.4716517795121069,-11.473733044346513,8.036589361118148,6.187393410661963,19.492654659368203,0.0,15.588222107107683,-6.247594690520552,24.44433445611333,-13.89990556512748,-12.592923885044266,-0.8526344208902046,0.0,-1.273847955220321,2.6359556712718875,4.418330812847704,6.22378726254277,3.3898553174165555,-0.3989585523897412,6.496858453500336,9.644874078210789e-05,4.012732603796474,-4.892097545299833,0.0669356633523331,2.008410472855254e-09,0.0046620443837846765
137,2.2833333,14.589778283276948,-15.258141512955767,-17.187208581790806,-0.040905787693434434,-0.042267253971668264,-0.011590432426335572,34.73823288419778,-0.5265510905036311,35.599381907885224,2.221914017282071,-35.44613182409084,-40.866853372234516,0.0,25.099251735503813,-7.370626015510757,19.124735808768573,6.580452460290157,9.051282871711022,13.454322485555222,0.0,1.5908842584592782,4.237079530381186,10.34193503312509,7.221766588729597,0.5994420651866663,-0.13555246659999504,8.43689524913773,3.426172695144711e-05,5.371611737424245,0.4867065954230114,0.10242250972575953,4.793093402843814e-09,0.15531079889763552
138,2.3,15.112765191345098,-17.341614828514164,-27.869620985563234,-0.06351139186002143,-0.052336269222749636,-0.05393305341731537,48.35454126530422,0.23615827552143026,76.78593499400986,-2.307877500815483,-70.88838326574512,-100.95338198741976,0.0,29.155857329254736,-9.38574605895047,7.369468128500582,31.508848844408718,35.143483024849395,33.58391033265545,0.0,5.191338348586315,6.792008211453317,15.655432832616388,5.578311635175156,-3.5734766848968453,-0.896804287436659,7.737687717597566,-1.4467255938601822e-05,4.513785495731655,6.887334145998313,-0.6801615837010292,3.377572375353023e-09,0.3630562204598626
